,Frecuencia,Orientacion,Categoria
0,4.051007111345292,126.94283649354908,A
1,4.230995066720414,123.40146920564226,A
2,4.247899423736885,126.07154169596028,A
3,4.506626627957161,126.10777634321647,A
4,4.261195443392541,129.0608861488144,A
5,4.128970118699158,123.93120907765265,A
6,4.179145956451611,123.77541839050532,A
7,4.508356930863058,125.14577889715615,A
8,4.4098741960791195,122.85438891142205,A
9,4.186299829633979,124.84535852513531,A
10,4.117671765304026,124.71354299435811,A
11,4.3312357495842795,122.88232817896957,A
12,4.1779342846006084,126.55095218268613,A
13,4.576787968178017,122.32793875860847,A
14,4.245411352935649,122.05330069752121,A
15,4.461638528244035,123.80834875274165,A
16,4.12863571896243,122.95316662977257,A
17,4.131443452668533,126.50529645633327,A
18,4.397316583562442,122.59761358601341,A
19,4.226715284347804,128.46021747444428,A
20,4.157943176990587,127.96620957581311,A
21,4.4720175628760845,125.93565429956514,A
22,4.434421349801258,127.56920736422956,A
23,4.089399826001282,122.74214406540929,A
24,4.01824543709285,122.54166769994609,A
25,4.182414537227448,124.81321473738355,A
26,4.373457136827279,126.5733789156499,A
27,4.121784098455665,127.55747703958207,A
28,4.595691111429547,122.34165717032005,A
29,4.372721313086952,117.43276097551272,A
30,4.355261863778666,126.88184649043261,A
31,4.457469710973975,124.11914502748242,A
32,4.349686066620249,124.26483760072448,A
33,4.098407927413106,122.85812505267239,A
34,4.374667533226754,121.93664117207985,A
35,4.15103911197002,121.73944539796562,A
36,4.208618947228841,132.90260043166847,A
37,4.160114214144741,127.66240765034517,A
38,4.2962984862395786,123.62038277300566,A
39,4.367156165056925,125.17118979297416,A
