,Frecuencia,Orientacion,Categoria
0,6.3398644250746905,125.2077679923835,B
1,6.4914933636745396,124.92391023562735,B
2,6.393867796547779,125.01223853173641,B
3,6.615263367706751,128.19930856676112,B
4,6.592415660559949,126.16812021921976,B
5,6.767876603555443,124.95020881727302,B
6,6.45347927328079,129.67128294606357,B
7,6.709360485643701,125.66671957731815,B
8,6.5311771213119725,125.87633196056895,B
9,6.47014056527745,123.0408117803243,B
10,6.770763522440704,126.08329381004633,B
11,6.668434383354005,122.16749174270981,B
12,6.581165708775735,126.82380875746946,B
13,6.703847419101219,130.2722012358379,B
14,6.636400875350254,124.19633478994666,B
15,6.641594832522798,128.31104479101933,B
16,6.576716569269202,133.5768586573505,B
17,6.465062650874911,128.47783537107796,B
18,6.347813668743117,124.35255239803494,B
19,6.357331285886029,121.94462900015876,B
20,6.568026824942255,122.54515054523937,B
21,6.47450960349238,133.7134166683546,B
22,6.690599017293765,118.52748280587612,B
23,6.508016419684169,121.34339911988046,B
24,6.290152347974568,125.05229035951122,B
25,6.500335659822119,124.80595563114382,B
26,6.473472165456042,124.48524996017942,B
27,6.360347536129286,124.56261034377677,B
28,6.781133289983181,127.36550604209991,B
29,6.353046546853428,122.88138035776093,B
30,6.620834502632404,118.0655050789612,B
31,6.433690426105834,120.77923561083321,B
32,6.229631967497193,126.46037323926107,B
33,6.445169538916857,123.7582159819142,B
34,6.917886290206029,124.56803790895638,B
35,6.533397624413993,124.60084021766167,B
36,6.842518301715173,124.80737110612466,B
37,6.671738227843062,126.81406094686822,B
38,6.47451071863169,124.7544985829466,B
39,6.643328061280072,130.4829202602344,B
40,6.487620483865076,121.26993493647062,B
41,6.81403292606229,128.76120381530993,B
42,6.495474320847755,125.26127787712632,B
43,6.613583959061205,122.18310423318394,B
44,6.567009492152998,126.72035219895571,B
45,6.287799597425285,121.43609419603743,B
46,6.612069809909513,124.49933699301087,B
47,6.367344302691012,127.1124530058789,B
48,6.630757288692682,127.44530727358914,B
49,6.646084211157626,124.44062286579505,B
50,6.5211169224719905,118.07433563361943,B
51,6.5328353621749455,127.80196157451087,B
52,6.684660828859703,122.6172941371693,B
53,6.556560507986949,128.69358515307806,B
54,6.467920455978433,127.26037016619274,B
55,6.259456034415299,127.8597862301326,B
56,6.573207034835431,123.03678593777163,B
57,6.6163956645134805,117.7027284028403,B
58,6.493422984277854,124.67581810310264,B
59,6.581101896905831,127.23223441526137,B
60,6.496314096526479,122.48641871078304,B
61,6.481969646419859,123.74258065270494,B
62,6.47522252387609,128.83376787606267,B
63,6.663571376791181,126.3173996768433,B
64,6.4857235358309175,129.50825153219486,B
65,6.3652378344087985,123.99686005336355,B
66,6.522031691739052,123.24596724273661,B
67,6.808301876091535,123.45879565253385,B
68,6.287287490765906,127.99439158695107,B
69,6.481810379909168,129.4468304624468,B
70,6.673534467117628,124.19723249246161,B
71,6.3586439978897396,128.23394363133684,B
72,6.646759820663666,128.77782535224028,B
73,6.572763622285571,130.01042667596292,B
74,6.417273527762957,125.25738204600769,B
75,6.302961007547819,127.93118507763299,B
76,6.739426455232185,120.33910419025175,B
77,6.747885800069989,122.80274642090933,B
78,6.405053643818485,124.13251466194143,B
79,6.235225404195795,127.21709466631619,B
