,Frecuencia,Orientacion,Categoria,tecla
0,4.230095189846638,116.84860130121204,C,left
1,4.314030068943682,129.42263015082884,C,left
2,4.414107847874903,126.44408304964016,C,left
3,4.478452493166835,127.40542597484577,C,left
4,4.3785220101720475,126.53578848453898,C,left
5,4.267619933471174,124.36581428792259,C,left
6,4.3164366030599375,127.07628831307937,C,left
7,4.338014333222354,120.33287016567388,C,left
8,4.175583250447337,128.72785384557682,C,left
9,4.184264379937467,125.89304320545618,C,left
10,4.316138866790866,122.67487063012936,C,left
11,4.437471452567913,126.23270063501617,C,left
12,4.323985523587799,121.54414068964371,C,left
13,4.284620748677102,125.80126418376842,C,left
14,4.497453532814195,130.10790235761266,C,left
15,4.32252191453473,125.47827150164545,C,left
16,4.005938657348009,131.4448698123061,C,left
17,4.08180738017108,126.8047900089552,C,left
18,4.278113323687502,126.99083278864101,C,left
19,4.1628173042171035,127.79046881069284,C,left
20,4.253870624846357,122.6758750246571,C,left
21,3.9788237258739603,128.01452734543363,C,left
22,4.448560516186796,126.47984855561775,C,left
23,4.362590766782812,123.73167225580966,C,left
24,4.297928042901249,127.67785960220174,C,left
25,4.233565014517705,125.18863470514837,C,left
26,4.069959926423187,123.24492255648337,C,left
27,4.399288102291142,124.78819098917003,C,left
28,4.298148840174685,128.78729725016956,C,left
29,4.221165999578917,122.13735369829001,C,left
30,4.373602044367914,123.93603862635244,C,left
31,3.983425754480742,125.74263843383119,C,left
32,4.473681201962899,126.69222689432513,C,left
33,4.320027711519975,122.5979088494412,C,left
34,4.196310553909703,126.36064203657322,C,left
35,3.971325338997463,123.79804227433928,C,left
36,4.3261862487965645,124.14518947356252,C,left
37,4.290522758017869,128.29106119319883,C,left
38,4.304707014088344,123.7090225579169,C,left
39,4.4126006283456976,120.60566456682105,C,left
0,5.985520354248248,121.91217571682591,D,right
1,6.085625992202811,123.1182034892926,D,right
2,6.19701168184735,123.35405954522321,D,right
3,6.230360613990967,125.54988229965942,D,right
4,6.238554855360795,124.65202408562419,D,right
5,6.1348427987048915,128.5001785133685,D,right
6,6.052166714154253,125.6591989764217,D,right
7,5.934456742261,124.95023740256167,D,right
8,6.16923167429551,128.23417210570705,D,right
9,6.09039624282229,121.94132743309783,D,right
10,6.247556727225043,130.75270380536656,D,right
11,5.980714176734218,125.1256310001439,D,right
12,6.0623758666592416,124.23529142565243,D,right
13,5.904878538746125,126.53940187733242,D,right
14,6.222389977970043,125.5064575362914,D,right
15,6.370329038865905,126.30820340930609,D,right
16,6.061231884223325,129.29349985702774,D,right
17,6.098318425413266,126.29361036976076,D,right
18,6.0523114968419085,126.58730060018694,D,right
19,5.924819947673269,127.93270533536455,D,right
20,6.065111508891322,124.66963645823427,D,right
21,6.17346995622928,121.8608784870871,D,right
22,6.208367998379,123.07111802813199,D,right
23,6.3066660458842225,126.32555824982381,D,right
24,6.113485497580755,128.2519067002073,D,right
25,6.255674391454847,120.38690300981197,D,right
26,5.840670853381218,124.04418330845229,D,right
27,6.117055980614436,121.54032047994623,D,right
28,6.139204736762703,126.81454315762537,D,right
29,6.261290795608638,125.5829176098734,D,right
30,6.141246856327232,117.7192494606133,D,right
31,5.999834802324281,125.09955724503132,D,right
32,6.269444460256567,122.0685915711083,D,right
33,6.023256206178998,126.08527890341026,D,right
34,5.868143095580072,124.75923434049346,D,right
35,6.036372586063672,128.18840060138226,D,right
36,6.3286243309767425,126.45726381138374,D,right
37,5.974770173260319,127.5206976227978,D,right
38,6.064244506497094,117.68115119126715,D,right
39,6.337641644162744,121.087917975165,D,right
