,Frecuencia,Orientacion,Categoria
0,4.230095189846638,116.84860130121204,C
1,4.314030068943682,129.42263015082884,C
2,4.414107847874903,126.44408304964016,C
3,4.478452493166835,127.40542597484577,C
4,4.3785220101720475,126.53578848453898,C
5,4.267619933471174,124.36581428792259,C
6,4.3164366030599375,127.07628831307937,C
7,4.338014333222354,120.33287016567388,C
8,4.175583250447337,128.72785384557682,C
9,4.184264379937467,125.89304320545618,C
10,4.316138866790866,122.67487063012936,C
11,4.437471452567913,126.23270063501617,C
12,4.323985523587799,121.54414068964371,C
13,4.284620748677102,125.80126418376842,C
14,4.497453532814195,130.10790235761266,C
15,4.32252191453473,125.47827150164545,C
16,4.005938657348009,131.4448698123061,C
17,4.08180738017108,126.8047900089552,C
18,4.278113323687502,126.99083278864101,C
19,4.1628173042171035,127.79046881069284,C
20,4.253870624846357,122.6758750246571,C
21,3.9788237258739603,128.01452734543363,C
22,4.448560516186796,126.47984855561775,C
23,4.362590766782812,123.73167225580966,C
24,4.297928042901249,127.67785960220174,C
25,4.233565014517705,125.18863470514837,C
26,4.069959926423187,123.24492255648337,C
27,4.399288102291142,124.78819098917003,C
28,4.298148840174685,128.78729725016956,C
29,4.221165999578917,122.13735369829001,C
30,4.373602044367914,123.93603862635244,C
31,3.983425754480742,125.74263843383119,C
32,4.473681201962899,126.69222689432513,C
33,4.320027711519975,122.5979088494412,C
34,4.196310553909703,126.36064203657322,C
35,3.971325338997463,123.79804227433928,C
36,4.3261862487965645,124.14518947356252,C
37,4.290522758017869,128.29106119319883,C
38,4.304707014088344,123.7090225579169,C
39,4.4126006283456976,120.60566456682105,C
