FrecEspacial,Orientation,Fase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstruccionesGabor.started,InstruccionesGabor.stopped,respinstrucciones.keys,respinstrucciones.rt,respinstrucciones.started,respinstrucciones.stopped,grating.started,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,20.79907779999985,None,space,0.34717399999999543,20.79907779999985,None,,,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.02666666667,120,0.7,0,0,0,7,,,,,,,21.761271699999725,None,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.03333333333,110,0.9,0,1,1,9,,,,,,,23.174382199999854,None,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.03333333333,135,0.3,0,2,2,3,,,,,,,24.671990699999697,None,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.01333333333,100,0.8,0,3,3,8,,,,,,,26.169668699999875,None,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.04666666667,15,0.6,0,4,4,6,,,,,,,27.66734759999963,None,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.01333333333,0,0.0,0,5,5,0,,,,,,,29.16510049999988,None,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.04,25,0.5,0,6,6,5,,,,,,,30.662760299999718,30.180123099999946,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.02,45,0.1,0,7,7,1,,,,,,,32.16039879999971,31.67796649999991,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.006666666667,35,0.4,0,8,8,4,,,,,,,33.6581256999998,33.175760099999934,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.02666666667,90,0.2,0,9,9,2,,,,,,,35.15582859999995,34.67306809999991,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
0.02666666667,90,0.2,1,0,10,2,,,,,,,36.65360669999973,36.170867799999996,anto,001,2021_Feb_19_1158,PruebaGabor1,2020.2.10,60.013238920555686,
