FrecEspacial,Orientation,Fase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,InstruccionesGabor.started,InstruccionesGabor.stopped,respinstrucciones.keys,respinstrucciones.rt,respinstrucciones.started,respinstrucciones.stopped,grating.started,grating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,17.75957019999987,None,space,8.039763799999946,17.75957019999987,None,,,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
3,90,0.2,0,0,0,2,,,,,,,26.376784399999906,None,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
7,15,0.6,0,1,1,6,,,,,,,27.82327720000012,None,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
6,25,0.5,0,2,2,5,,,,,,,29.32091700000001,None,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
1,0,0.0,0,3,3,0,,,,,,,30.81853880000017,None,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
2,100,0.8,0,4,4,8,,,,,,,32.31627789999993,None,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
3,110,0.9,0,5,5,9,,,,,,,33.813892300000134,None,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
4,135,0.3,0,6,6,3,,,,,,,35.31169230000023,34.82904409999992,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
2,45,0.1,0,7,7,1,,,,,,,36.809263199999805,36.32667889999993,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
1,120,0.7,0,8,8,7,,,,,,,38.30692279999994,37.82437680000021,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
5,35,0.4,0,9,9,4,,,,,,,39.80470869999999,39.32201979999991,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
2,45,0.1,1,0,10,1,,,,,,,41.30235929999981,40.819656600000144,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
5,35,0.4,1,1,11,4,,,,,,,42.800013200000194,42.31730710000011,anto,001,2021_Feb_19_1201,PruebaGabor1,2020.2.10,60.09366198161638,
