,Frecuencia,Orientacion,Categoria,Tecla
19,6.120157379109449,0.9603553411195672,A,Left
75,5.804742316275371,0.9735602722222728,B,Right
58,5.726736540755592,0.9574905847690439,B,Right
40,6.086359691428815,0.9508267170195963,A,Left
65,6.180550842079571,0.9750460609046736,A,Left
8,6.068577592463867,0.9451706124886695,A,Left
11,6.268532649759396,0.9995949298006668,A,Left
0,5.733871359977413,0.9637995847464639,B,Right
35,5.713429812555699,0.9510647572652151,B,Right
20,6.1444363830849955,0.9620632581392166,A,Left
51,6.135681997201586,0.955533049987392,A,Left
79,6.14012598888524,0.9641841094603076,A,Left
54,6.0704624563211596,0.9368642687621469,A,Left
69,5.709071301555167,0.9418410486824422,B,Right
63,5.683587552768767,0.947417659413647,B,Right
55,5.793939274409192,0.9822773019659315,B,Right
52,5.921461899109925,1.026317411014655,B,Right
64,5.76125666784697,0.9684560979758606,B,Right
64,6.196118008131844,0.9718755075694296,A,Left
18,5.861519298698835,0.9939146557164428,B,Right
4,5.776305961728228,0.9624215944232745,B,Right
39,6.101515807550563,0.9501381091967893,A,Left
10,6.149586108601271,0.9595634148281387,A,Left
25,6.1233823331724135,0.9554395873403662,A,Left
27,5.750019634100132,0.9629448249556816,B,Right
8,5.724859725662625,0.9534731827548245,B,Right
32,5.721446299392681,0.9454494107983682,B,Right
35,6.103170222818416,0.9494409463100564,A,Left
6,6.197578234955942,0.9750762724192252,A,Left
58,6.191541222229424,0.9710145646361314,A,Left
34,5.822806180789177,0.990027872817047,B,Right
62,6.1029551137931115,0.9523329213382339,A,Left
68,5.749033034582174,0.9597726900538907,B,Right
9,6.103322490718218,0.9414692046368678,A,Left
75,5.99968097490873,0.9250333346675386,A,Left
41,6.221407262388936,0.9870559548265094,A,Left
38,6.165102179213801,0.973032607357878,A,Left
26,5.958584149576188,0.9020135120996873,A,Left
46,5.757306706057966,0.9690993273857413,B,Right
10,5.9111298842774405,1.0091168096355223,B,Right
20,5.70926634361352,0.9443302330996572,B,Right
4,6.12485801248184,0.9544691052987748,A,Left
32,6.3042767374742645,1.0093390649059157,A,Left
62,5.519778235630664,0.8906993536872121,B,Right
21,5.624980381794601,0.9197239550804146,B,Right
77,5.716586502374571,0.951140609141368,B,Right
