,Frecuencia,Orientacion,Categoria
0,5.93196959075185,127.47737405748008,A
1,5.854430776194954,117.43066219475885,A
2,5.965715904251782,125.78797409596943,A
3,6.211277113859689,125.83613903175356,A
4,6.184349557153399,122.64618066553957,A
5,6.3435716449781925,122.27441850125821,A
6,6.1723048065297075,127.9178410876162,A
7,5.934487693555567,126.85012402267233,A
8,5.956079418018876,127.50709984677881,A
9,6.142996470494782,126.65790675310716,A
10,6.477232725745194,132.9698737214029,A
11,5.724699075577254,126.33854913812839,A
12,6.1273914690727125,127.16552565652381,A
13,5.78253765455631,122.56577176763675,A
14,5.967326880915936,125.60303163760436,A
15,5.634910179546642,128.5035338995001,A
16,6.182162291627922,124.93464200988198,A
17,5.991266836162781,119.02755224263416,A
18,5.793269673267117,125.54375971529667,A
19,6.158862341937934,123.68178068531644,A
20,5.850892826048968,132.27893633705582,A
21,5.892459498576738,127.90713867282302,A
22,5.639748472232595,129.6799480157564,A
23,5.817386599802748,126.396525555873,A
24,5.841470231479707,124.46992205605363,A
25,6.01733120967078,122.53510365835635,A
26,5.639867544929854,118.64595088061897,A
27,6.0534664622673935,117.82766104359773,A
28,5.876193392139069,128.39015375127542,A
29,5.906954318578375,122.78803830073628,A
30,6.118293867900877,125.39410979708967,A
31,6.057917479729472,125.0139803780656,A
32,5.752732036760541,124.36222306374225,A
33,6.179131704325667,128.5940258639838,A
34,5.952307646107805,126.73913594780386,A
35,6.095301194070273,129.6105083256413,A
36,6.002864268765052,125.56672681716351,A
37,5.865580213632964,121.11557978499106,A
38,6.124324489427677,117.97611852188814,A
39,6.125897755445835,120.0491099213156,A
40,5.769905922904612,118.22224301615165,A
41,6.050031818623288,126.89468913577868,A
42,5.972775055920426,126.8956857583513,A
43,5.968014367950515,122.71075529902681,A
44,5.765074824098155,128.0360974040904,A
45,6.02215844660558,124.6036126576438,A
46,5.95936515750304,121.91650197731342,A
47,5.912840490039083,126.64481633851831,A
48,6.1432026467119,122.59002443180508,A
49,5.732720562643058,120.79740597774676,A
50,6.171068882808912,127.34341179252208,A
51,6.2309235457657675,127.48361731392195,A
52,6.017439576258946,120.19058207638159,A
53,5.680719557144504,124.84180890581149,A
54,6.008225096162025,125.89286296997041,A
55,5.876240141987156,125.02794664426546,A
56,5.857078283712616,124.30632687020194,A
57,5.977242028060886,120.36315939058822,A
58,6.017776884333801,125.00604927036746,A
59,6.064321256782564,129.7501452571472,A
60,6.209330528358583,125.46316693294989,A
61,5.932162901277698,129.4472293357161,A
62,6.123037952479459,122.5854188255937,A
63,6.0793511030393255,127.60946529169928,A
64,5.692448796635087,124.57789660062312,A
65,6.043908859471664,122.88474300039606,A
66,5.958730102674403,125.44429484991014,A
67,5.972649927078102,125.74136515359092,A
68,5.968223928449215,125.6700814897947,A
69,5.868393657373218,125.5943701223803,A
70,5.9795165476198,122.93466896042416,A
71,6.239263005662106,121.67461010439011,A
72,6.07317793129252,129.2080400024222,A
73,5.929518026549565,122.61837013108818,A
74,5.79553034721129,125.61372862659394,A
75,5.998807852123925,124.76684755800748,A
76,5.838404377634316,122.88637171217256,A
77,5.966970651627378,131.56490508538323,A
78,6.1577868003837555,127.90959472149034,A
79,5.9036596275549655,128.93273248076312,A
